nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,Alamat
Cumi goreng Tepung,36000,Main Course,gurih asin   cumi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Cumi Cah Brokoli,30000,Main Course,gurih asin  cumi sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Cumi Saus Tiram,37500,Main Course,gurih asin   cumi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Cumi Lada Hitam,37500,Main Course,gurih asin pedas    cumi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Cumi Asam Manis,35000,Main Course,gurih asin asam manis    cumi ,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Sauce Padang,37000,Main Course,gurih asin pedas  udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang goreng Mentega,35000,Main Course,gurih asin manis  udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Lada Hitam,37000,Main Course,gurih asin pedas  udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Telor Asin,35000,Main Course,gurih asin  udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Kuluyuk,35000,Main Course,gurih asin asam manis   udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Sauce Tiram,35000,Main Course,gurih asin  udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Cah Brokoli,30000,Main Course,gurih asin  udang sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Cah Kembang Kol,30000,Main Course,gurih asin  udang sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang goreng Tepung,35000,Main Course,gurih asin   udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Cah Tauge,30000,Main Course,gurih asin  udang sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Udang Cah Cabe Ijo,33000,Main Course,gurih asin pedas  udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Lada Hitam,35000,Main Course,gurih asin pedas  sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Telor Asin,35000,Main Course,gurih asin  sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Bistik Sapi,35000,Main Course,gurih asin manis   sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Cah Kembang Kol,34000,Main Course,gurih asin  sapi sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Sauce Padang,35000,Main Course,gurih asin pedas  sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi goreng Nanking,30000,Main Course,gurih asin manis   sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Cah Caesim,33000,Main Course,gurih asin  sapi sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Cah Pokcay,33000,Main Course,gurih asin  sapi sayur,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Cah Cabe Ijo,35000,Main Course,gurih asin pedas  sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Sapi Rica-rica,37000,Main Course,gurih asin pedas  sapi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Nila Goreng Kering,46000,Main Course,gurih asin   ikan,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Nila Saus Padang,46000,Main Course,gurih asin pedas  ikan,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Nila Tahu Tausi,46000,Main Course,gurih asin  ikan tahu,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Nila gorengLada Hitam,46000,Main Course,gurih asin pedas  ikan,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Nila gorengRica-Rica,46000,Main Course,gurih asin pedas  ikan,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
"Cumi,udang,jagung Saus Padang",71000,Main Course,gurih asin pedas  seafood,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
"Kerang Dara,kerang Ijo,jagung Saus Padang",52000,Main Course,gurih asin pedas  kerang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
"Cumi,udang,kerang Dara,kerang Ijo, Jagung Saus Padang",109000,Main Course,gurih asin pedas  seafood,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
"Kepiting,jagung",92000,Main Course,gurih asin  kepiting,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Bistik Ayam,38000,Main Course,gurih asin manis   ayam,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Bistik Udang,32000,Main Course,gurih asin manis   udang,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Bistik Ikan,35000,Main Course,gurih asin manis   ikan,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Bistik Cumi,32000,Main Course,gurih asin manis   cumi,Bakmiseafood99,https://gofood.co.id/jakarta/restaurant/bakmie-seafood-99-kali-sari-1-cijantung-09a74d8d-d3fe-4e73-8bc0-eb0ba960c433,"Jl. Kalisari Raya No. 63, Cijantung, Jakarta"
Es Teler,20190,Dessert,manis   ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Campur Shanghai,20190,Dessert,manis  ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Sirop,10340,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Teler Moca,21440,Dessert,manis ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Teler Keju,23940,Dessert,manis  gurih ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Campur Moca,21440,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Alpukat Kerok,20190,Dessert, manis ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Alpukat Kocok,20190,Beverage,manis  dingin,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Alpukat Kelapa,21440,Dessert, manis  ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Alpukat Nangka,20190,Dessert, manis ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Alpukat Keju,23940,Dessert, manis,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Muda,15190,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Nangka,20190,Beverage,manis  dingin  ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Susu,17690,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Moca Susu,20190,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Jeruk,21440,Beverage,manis asam  dingin  ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Jeruk Susu,23940,Beverage,manis  asam dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Bulat,21440,Beverage,manis dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Kelapa Bulat Gula,21440,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Jeruk,11440,Beverage,manis asam  dingin,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Jeruk Susu,17690,Beverage,manis  asam dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Sirop Susu,13940,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Sirop Moca Susu,13940,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Es Sirop Moca,11440,Beverage,manis  dingin ,Es Sinar Garut,https://gofood.co.id/jakarta/restaurant/es-sinar-garut-hermantap-cab-kenanga-kalisari-ii-2348e0d4-d97c-421d-9b33-979e79c75fbb,Jl Kalisari 2 No.35 (Depan Masjid Nurul Iman)
Yamien,25500,Main Course,gurih asin manis   mie ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Yamien Baso,31000,Main Course,gurih asin   mie bakso,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Yamien Pangsit,31000,Main Course,gurih asin   mie pangsit,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Yamien Baso Pangsit,38000,Main Course,gurih asin   mie bakso pangsit,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Ayam,24000,Main Course,gurih asin manis   mie ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Ayam Baso,30000,Main Course,gurih asin   mie ayam bakso,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Ayam Pangsit,30000,Main Course,gurih asin   mie ayam pangsit,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Mie Ayam Baso Pangsit,35500,Main Course,gurih asin   mie ayam bakso pangsit,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Es Jeli Leci,19500,Beverage,manis  dingin,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Jus Alpukat,22000,Beverage,manis  dingin,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Es Jeruk,18500,Beverage,manis asam  dingin,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Es Sarang Burung,19500,Beverage,manis  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Es Serabut Merah,19500,Beverage,manis  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Jus Straberry,19500,Beverage,manis asam  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Moccacino Shake,19500,Beverage,manis  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Capuccino Shake,19500,Beverage,manis  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Es Capuccino,18500,Beverage,manis pahit  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Straberry Sparkling Tea,21000,Beverage,manis asam  dingin ,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Soda Gembira Fanta,21000,Beverage,manis   dingin soda,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Soda Gembira Sprite,21000,Beverage,manis   dingin soda,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Soda Gembira Cola,21000,Beverage,manis   dingin soda,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Goreng Mentega,54500,Main Course,gurih asin manis   ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Goreng Kering,54500,Main Course,gurih asin   ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Goreng Saos Padang,54500,Main Course,gurih asin pedas  ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Ayam Goreng Saos Tiram,52000,Main Course,gurih asin  ayam,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Capcay Goreng,48500,Main Course,gurih asin  sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Capcay Kuah,48500,Main Course,gurih asin   sayur,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Sapo Tahu Seafood,72500,Main Course,gurih asin   seafood tahu,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
Kerang Hijau Rebus,27500,Main Course,gurih asin  kerang,Yamien 88,https://gofood.co.id/jakarta/restaurant/yamien-88-cijantung-kalisari-5b76974a-0a72-4843-afd1-1d07c3d18491,Jl. Kalisari 1 Rt 10 / Rw 11 Kelurahan Kalisari Kecamatan Pasar Rebo Jakarta Timur
